Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.002226,9.353213,[ 8 16] ; [27 10],[13.7704918 10.2295082] ; [21.2295082 15.7704918],0
n6,1,0.007252,7.209409,[ 9 15] ; [28 11],[14.0952381  9.9047619] ; [22.9047619 16.0952381],0
n4,1,0.007855,7.066273,[ 8 16] ; [27 13],[13.125 10.875] ; [21.875 18.125],0
p10,1,0.022084,5.239181,[ 8 16] ; [24 14],[12.38709677 11.61290323] ; [19.61290323 18.38709677],0
s4,1,0.050518,3.824198,[ 1 23] ; [ 9 31],[ 3.75 20.25] ; [ 6.25 33.75],0
a8,1,0.062551,3.468427,[ 1 22] ; [ 8 28],[ 3.50847458 19.49152542] ; [ 5.49152542 30.50847458],0
p11,1,0.068504,3.318519,[10 14] ; [26 14],[13.5 10.5] ; [22.5 17.5],0
d4,1,0.074083,3.190154,[18  6] ; [21 19],[14.625  9.375] ; [24.375 15.625],0
d3,1,0.081212,3.040469,[15  9] ; [16 24],[11.625 12.375] ; [19.375 20.625],0
n3,1,0.119362,2.425668,[8 2] ; [9 9],[6.07142857 3.92857143] ; [10.92857143  7.07142857],0
d1,1,0.196317,1.669565,[ 9 15] ; [ 9 31],[ 6.75 17.25] ; [11.25 28.75],0
p6,1,0.221673,1.493508,[ 2 21] ; [ 8 31],[ 3.70967742 19.29032258] ; [ 6.29032258 32.70967742],0
b4,1,0.244355,1.355294,[15  9] ; [19 21],[12.75 11.25] ; [21.25 18.75],0
v2,1,0.304294,1.055282,[ 7 17] ; [16 22],[ 8.90322581 15.09677419] ; [14.09677419 23.90322581],0
s7,1,0.338509,0.916071,[ 3 18] ; [ 9 27],[ 4.42105263 16.57894737] ; [ 7.57894737 28.42105263],0
r1,1,0.341431,0.905051,[10 14] ; [12 28],[ 8.25 15.75] ; [13.75 26.25],0
b1,1,0.381877,0.764652,[17  7] ; [24 16],[15.375  8.625] ; [25.625 14.375],0
s6,1,0.381877,0.764652,[ 7 17] ; [16 24],[ 8.625 15.375] ; [14.375 25.625],0
b3,1,0.410582,0.677116,[ 3 12] ; [ 8 17],[ 4.125 10.875] ; [ 6.875 18.125],0
b2,1,0.410582,0.677116,[ 3 12] ; [ 8 17],[ 4.125 10.875] ; [ 6.875 18.125],0
s8,1,0.434967,0.609524,[ 4 20] ; [10 30],[ 5.25 18.75] ; [ 8.75 31.25],0
p8,1,0.452332,0.564803,[ 7 17] ; [15 24],[ 8.38095238 15.61904762] ; [13.61904762 25.38095238],0
n1,1,0.45426,0.56,[2 8] ; [ 6 12],[2.85714286 7.14285714] ; [ 5.14285714 12.85714286],0
v1,1,0.472854,0.515298,[ 8 16] ; [10 30],[ 6.75 17.25] ; [11.25 28.75],0
s2,1,0.513893,0.426133,[ 5 19] ; [11 28],[ 6.0952381 17.9047619] ; [ 9.9047619 29.0952381],0
s3,1,0.549931,0.357441,[ 6 17] ; [13 26],[ 7.0483871 15.9516129] ; [11.9516129 27.0483871],0
b5,1,0.556417,0.345946,[15  9] ; [22 18],[13.875 10.125] ; [23.125 16.875],0
p4,1,0.556417,0.345946,[ 9 15] ; [18 22],[10.125 13.875] ; [16.875 23.125],0
v3,1,0.574425,0.315334,[ 4 20] ; [ 9 31],[ 4.875 19.125] ; [ 8.125 31.875],0
r4,1,0.574425,0.315334,[ 4 20] ; [ 9 31],[ 4.875 19.125] ; [ 8.125 31.875],0
p12,1,0.593803,0.284444,[ 1 23] ; [ 3 37],[ 1.5 22.5] ; [ 2.5 37.5],0
a5,1,0.605577,0.266667,[11 13] ; [21 19],[12. 12.] ; [20. 20.],0
a7,1,0.605577,0.266667,[13 11] ; [19 21],[12. 12.] ; [20. 20.],0
p3,1,0.613026,0.255792,[ 5 18] ; [11 29],[ 5.84126984 17.15873016] ; [10.15873016 29.84126984],0
d2,1,0.666683,0.185507,[ 6 18] ; [12 28],[ 6.75 17.25] ; [11.25 28.75],0
p2,1,0.693366,0.155466,[15  9] ; [23 17],[14.25  9.75] ; [23.75 16.25],0
r3,1,0.730077,0.119041,[17  7] ; [26 13],[16.38095238  7.61904762] ; [26.61904762 12.38095238],0
v4,1,0.794679,0.067725,[14 10] ; [22 18],[13.5 10.5] ; [22.5 17.5],0
s1,1,0.824738,0.049042,[ 2 22] ; [ 4 36],[ 2.25 21.75] ; [ 3.75 36.25],0
p1,1,0.87864,0.023315,[ 1 23] ; [ 2 38],[ 1.125 22.875] ; [ 1.875 38.125],0
d5,1,0.897079,0.016732,[13 11] ; [21 19],[12.75 11.25] ; [21.25 18.75],0
a2,1,0.904275,0.014463,[ 2 22] ; [ 3 37],[ 1.875 22.125] ; [ 3.125 36.875],0
a1,1,0.904275,0.014463,[ 2 22] ; [ 3 37],[ 1.875 22.125] ; [ 3.125 36.875],0
a3,1,0.921261,0.00977,[12 12] ; [20 19],[12.19047619 11.80952381] ; [19.80952381 19.19047619],0
a4,1,0.943683,0.00499,[ 7 17] ; [12 28],[ 7.125 16.875] ; [11.875 28.125],0
a6,1,0.948305,0.004204,[11 13] ; [18 22],[10.875 13.125] ; [18.125 21.875],0
p7,1,0.948305,0.004204,[11 13] ; [18 22],[10.875 13.125] ; [18.125 21.875],0
n2,1,0.954001,0.003327,[6 4] ; [11  7],[6.07142857 3.92857143] ; [10.92857143  7.07142857],0
u2,1,1.0,0.0,[6 6] ; [10 10],[6. 6.] ; [10. 10.],0
u3,1,1.0,0.0,[3 9] ; [ 5 15],[3. 9.] ; [ 5. 15.],0
