Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.000292,13.124152,[129  26] ; [18 15],[121.19680851  33.80319149] ; [25.80319149  7.19680851],1
r4,1,0.000326,12.914977,[141  15] ; [22 11],[134.53968254  21.46031746] ; [28.46031746  4.53968254],1
a4,1,0.00164,9.913928,[80 76] ; [ 7 26],[71.80952381 84.19047619] ; [15.19047619 17.80952381],0
r1,1,0.008682,6.88703,[133  22] ; [22 11],[127.79255319  27.20744681] ; [27.20744681  5.79255319],0
n5,1,0.010222,6.595767,[123  33] ; [19 14],[117.20634921  38.79365079] ; [24.79365079  8.20634921],0
a5,1,0.034754,4.457232,[118  38] ; [19 14],[113.07936508  42.92063492] ; [23.92063492  9.07936508],0
d2,1,0.038152,4.29825,[85 71] ; [11 21],[79.65957447 76.34042553] ; [16.34042553 15.65957447],0
r3,1,0.053052,3.742279,[147   9] ; [27  5],[144.38297872  11.61702128] ; [29.61702128  2.38297872],0
b1,1,0.057996,3.593799,[ 53 103] ; [17 16],[57.77777778 98.22222222] ; [12.22222222 20.77777778],0
u1,1,0.071277,3.253362,[ 36 120] ; [ 3 30],[ 32.19047619 123.80952381] ; [ 6.80952381 26.19047619],0
u3,1,0.077777,3.110761,[22 13] ; [10  1],[24.34782609 10.65217391] ; [7.65217391 3.34782609],0
v3,1,0.079783,3.069322,[62 92] ; [ 7 23],[57.75 96.25] ; [11.25 18.75],0
p6,1,0.086988,2.929244,[ 53 102] ; [ 6 26],[ 48.90374332 106.09625668] ; [10.09625668 21.90374332],0
p11,1,0.092537,2.82967,[117  39] ; [20 13],[113.07936508  42.92063492] ; [23.92063492  9.07936508],0
u2,1,0.102664,2.663657,[19 16] ; [9 2],[21.30434783 13.69565217] ; [6.69565217 4.30434783],0
a2,1,0.120041,2.416783,[ 44 112] ; [ 5 28],[ 40.44444444 115.55555556] ; [ 8.55555556 24.44444444],0
a6,1,0.148834,2.084163,[96 60] ; [24  8],[99.57446809 56.42553191] ; [20.42553191 11.57446809],0
n2,1,0.167018,1.90951,[35 12] ; [12  1],[36.81666667 10.18333333] ; [10.18333333  2.81666667],0
r2,1,0.17221,1.863598,[148   6] ; [28  3],[146.50810811   7.49189189] ; [29.49189189  1.50810811],0
a3,1,0.185058,1.756528,[121  35] ; [22 11],[118.03174603  37.96825397] ; [24.96825397  8.03174603],0
s8,1,0.2037,1.615642,[107  48] ; [19 14],[103.88297872  51.11702128] ; [22.11702128 10.88297872],0
b3,1,0.219112,1.510178,[43 66] ; [ 5 15],[40.55813953 68.44186047] ; [ 7.44186047 12.55813953],0
b2,1,0.219112,1.510178,[43 66] ; [ 5 15],[40.55813953 68.44186047] ; [ 7.44186047 12.55813953],0
v4,1,0.240724,1.376352,[149   7] ; [28  3],[147.65775401   8.34224599] ; [29.34224599  1.65775401],0
s5,1,0.243705,1.359035,[64 87] ; [10 22],[61.06010929 89.93989071] ; [12.93989071 19.06010929],0
p9,1,0.244533,1.354268,[128  25] ; [24  8],[125.70810811  27.29189189] ; [26.29189189  5.70810811],0
v1,1,0.271596,1.208667,[74 78] ; [19 13],[76.82608696 75.17391304] ; [16.17391304 15.82608696],0
p2,1,0.2934,1.103954,[122  34] ; [23 10],[119.68253968  36.31746032] ; [25.31746032  7.68253968],0
p4,1,0.321244,0.983873,[71 84] ; [12 21],[68.43085106 86.56914894] ; [14.56914894 18.43085106],0
n1,1,0.327427,0.959045,[20 27] ; [7 5],[21.50847458 25.49152542] ; [5.49152542 6.50847458],0
p5,1,0.349835,0.874054,[ 12 143] ; [ 1 31],[ 10.77540107 144.22459893] ; [ 2.22459893 29.77540107],0
s3,1,0.392171,0.7322,[117  37] ; [22 10],[115.08602151  38.91397849] ; [23.91397849  8.08602151],0
b4,1,0.430741,0.620825,[92 64] ; [17 16],[89.96825397 66.03174603] ; [19.03174603 13.96825397],0
s2,1,0.456415,0.554672,[114  42] ; [22 11],[112.25396825  43.74603175] ; [23.74603175  9.25396825],0
s6,1,0.490759,0.474861,[129  25] ; [26  7],[127.64705882  26.35294118] ; [27.35294118  5.64705882],0
s4,1,0.507441,0.43934,[ 34 121] ; [ 9 24],[ 35.45212766 119.54787234] ; [ 7.54787234 25.45212766],0
p10,1,0.584415,0.299151,[123  32] ; [24  8],[121.84491979  33.15508021] ; [25.15508021  6.84491979],0
p12,1,0.60262,0.271063,[  8 147] ; [ 1 32],[  7.42021277 147.57978723] ; [ 1.57978723 31.42021277],0
p7,1,0.684836,0.164733,[80 68] ; [15 15],[78.98876404 69.01123596] ; [16.01123596 13.98876404],0
d1,1,0.68907,0.160094,[91 65] ; [18 15],[89.96825397 66.03174603] ; [19.03174603 13.96825397],0
a8,1,0.707828,0.140456,[ 28 110] ; [ 5 24],[ 27.26946108 110.73053892] ; [ 5.73053892 23.26946108],0
d4,1,0.731817,0.11745,[126  30] ; [25  7],[125.29787234  30.70212766] ; [25.70212766  6.29787234],0
b5,1,0.775393,0.081412,[94 62] ; [19 14],[93.26984127 62.73015873] ; [19.73015873 13.26984127],0
n3,1,0.78722,0.072858,[30 16] ; [9 4],[30.40677966 15.59322034] ; [8.59322034 4.40677966],0
p8,1,0.798821,0.06496,[63 90] ; [12 19],[62.36413043 90.63586957] ; [12.63586957 18.36413043],0
d5,1,0.821048,0.051165,[124  32] ; [26  6],[124.46808511  31.53191489] ; [25.53191489  6.46808511],0
a7,1,0.85576,0.033042,[111  45] ; [24  9],[111.42857143  44.57142857] ; [23.57142857  9.42857143],0
v2,1,0.910797,0.012551,[85 68] ; [17 13],[85.27868852 67.72131148] ; [16.72131148 13.27868852],0
s1,1,0.929432,0.007843,[  9 145] ; [ 2 30],[  9.10752688 144.89247312] ; [ 1.89247312 30.10752688],0
d3,1,0.934544,0.006745,[111  45] ; [23  9],[111.19148936  44.80851064] ; [22.80851064  9.19148936],0
