Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,4.6e-05,16.619339,[50 42] ; [12 46],[38.02666667 53.97333333] ; [23.97333333 34.02666667],1
r4,1,0.000187,13.955218,[84  8] ; [39 19],[75.44 16.56] ; [47.56 10.44],1
a6,1,0.002598,9.070465,[64 28] ; [26 32],[55.2 36.8] ; [34.8 23.2],0
r2,1,0.003774,8.389622,[86  6] ; [44 13],[80.26845638 11.73154362] ; [49.73154362  7.26845638],0
a5,1,0.004105,8.236943,[57 35] ; [22 36],[48.45333333 43.54666667] ; [30.54666667 27.45333333],0
r1,1,0.006396,7.435345,[69 23] ; [31 27],[61.33333333 30.66666667] ; [38.66666667 19.33333333],0
b1,1,0.00945,6.735733,[31 61] ; [32 26],[38.64 53.36] ; [24.36 33.64],0
v3,1,0.016867,5.710129,[35 56] ; [11 45],[28.47619048 62.52380952] ; [17.52380952 38.47619048],0
p10,1,0.018374,5.560177,[84  8] ; [45 13],[79.12 12.88] ; [49.88  8.12],0
v2,1,0.020695,5.352265,[45 45] ; [16 37],[38.39160839 51.60839161] ; [22.60839161 30.39160839],0
s2,1,0.02487,5.032903,[47 43] ; [19 38],[40.40816327 49.59183673] ; [25.59183673 31.40816327],0
p6,1,0.050276,3.832214,[33 58] ; [12 45],[27.66891892 63.33108108] ; [17.33108108 39.66891892],0
v4,1,0.071896,3.239205,[88  4] ; [50  7],[85.20805369  6.79194631] ; [52.79194631  4.20805369],0
u3,1,0.075813,3.152448,[24 15] ; [12 18],[20.34782609 18.65217391] ; [15.65217391 14.34782609],0
s5,1,0.076562,3.136417,[30 59] ; [11 44],[25.34027778 63.65972222] ; [15.65972222 39.34027778],0
n6,1,0.085507,2.956992,[77 15] ; [41 16],[72.8590604 19.1409396] ; [45.1409396 11.8590604],0
a2,1,0.102772,2.661984,[10 82] ; [ 2 56],[ 7.36 84.64] ; [ 4.64 53.36],0
d1,1,0.11829,2.439812,[ 7 85] ; [ 1 57],[ 4.90666667 87.09333333] ; [ 3.09333333 54.90666667],0
s6,1,0.121963,2.391928,[58 33] ; [29 28],[53.49324324 37.50675676] ; [33.50675676 23.49324324],0
n2,1,0.124634,2.358101,[12  2] ; [11  7],[10.0625  3.9375] ; [12.9375  5.0625],0
p4,1,0.146331,2.110088,[50 42] ; [24 33],[45.69127517 46.30872483] ; [28.30872483 28.69127517],0
a1,1,0.154822,2.024087,[ 3 89] ; [ 5 53],[ 4.90666667 87.09333333] ; [ 3.09333333 54.90666667],0
a4,1,0.157316,1.999841,[23 68] ; [ 9 49],[19.54362416 71.45637584] ; [12.45637584 45.54362416],0
d4,1,0.162692,1.949025,[52 40] ; [26 32],[47.84 44.16] ; [30.16 27.84],0
n3,1,0.173872,1.849241,[11  3] ; [10  8],[9.1875 4.8125] ; [11.8125  6.1875],0
s7,1,0.180954,1.789773,[43 45] ; [21 35],[39.11111111 48.88888889] ; [24.88888889 31.11111111],0
s4,1,0.223866,1.479413,[20 72] ; [ 8 50],[17.17333333 74.82666667] ; [10.82666667 47.17333333],0
p11,1,0.236769,1.399731,[77 15] ; [44 14],[74.21333333 17.78666667] ; [46.78666667 11.21333333],0
r3,1,0.248163,1.333614,[85  6] ; [51  7],[83.06040268  7.93959732] ; [52.93959732  5.06040268],0
p7,1,0.30461,1.053904,[52 38] ; [28 29],[48.97959184 41.02040816] ; [31.02040816 25.97959184],0
b5,1,0.337924,0.918291,[58 34] ; [32 26],[55.2 36.8] ; [34.8 23.2],0
a3,1,0.34073,0.907681,[52 39] ; [28 29],[49.18918919 41.81081081] ; [30.81081081 26.18918919],0
p2,1,0.364606,0.821967,[74 18] ; [43 15],[71.76 20.24] ; [45.24 12.76],0
u1,1,0.38334,0.759965,[ 4 88] ; [ 1 57],[ 3.06666667 88.93333333] ; [ 1.93333333 56.06666667],0
p5,1,0.414289,0.66646,[14 78] ; [ 6 51],[12.34899329 79.65100671] ; [ 7.65100671 49.34899329],0
s3,1,0.478707,0.501808,[52 38] ; [29 27],[49.93150685 40.06849315] ; [31.06849315 24.93150685],0
v1,1,0.510115,0.433831,[44 45] ; [25 32],[42.06164384 46.93835616] ; [26.93835616 30.06164384],0
p3,1,0.533688,0.387365,[38 54] ; [21 37],[36.18666667 55.81333333] ; [22.81333333 35.18666667],0
n5,1,0.589682,0.290842,[64 28] ; [42 15],[65.44966443 26.55033557] ; [40.55033557 16.44966443],0
b3,1,0.596997,0.279549,[17 33] ; [15 23],[18.18181818 31.81818182] ; [13.81818182 24.18181818],0
b2,1,0.596997,0.279549,[17 33] ; [15 23],[18.18181818 31.81818182] ; [13.81818182 24.18181818],0
b4,1,0.617149,0.249895,[53 39] ; [31 27],[51.52 40.48] ; [32.48 25.52],0
p12,1,0.639457,0.219453,[10 81] ; [ 5 53],[ 9.16107383 81.83892617] ; [ 5.83892617 52.16107383],0
a8,1,0.78248,0.076225,[10 76] ; [ 7 46],[10.51798561 75.48201439] ; [ 6.48201439 46.51798561],0
s8,1,0.798611,0.065099,[33 59] ; [22 36],[33.73333333 58.26666667] ; [21.26666667 36.73333333],0
p8,1,0.800226,0.064037,[49 42] ; [30 28],[48.24832215 42.75167785] ; [30.75167785 27.24832215],0
s1,1,0.808818,0.05854,[ 4 87] ; [ 3 54],[ 4.30405405 86.69594595] ; [ 2.69594595 54.30405405],0
u2,1,0.915903,0.011151,[20 19] ; [15 15],[19.7826087 19.2173913] ; [15.2173913 14.7826087],0
d2,1,0.922617,0.009436,[20 72] ; [13 45],[20.24 71.76] ; [12.76 45.24],0
p1,1,0.953762,0.003362,[13 79] ; [ 8 50],[12.88 79.12] ; [ 8.12 49.88],0
n1,1,0.960492,0.002454,[ 4 10] ; [ 5 13],[ 3.9375 10.0625] ; [ 5.0625 12.9375],0
n4,1,0.970024,0.001412,[60 32] ; [38 20],[60.10666667 31.89333333] ; [37.89333333 20.10666667],0
