Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r2,1,0.0,86.08293,[353   9] ; [13 11],[343.24352332  18.75647668] ; [22.75647668  1.24352332],1
r1,1,0.0,80.990697,[320  42] ; [ 7 22],[302.74680307  59.25319693] ; [24.25319693  4.74680307],1
n6,1,0.0,28.361777,[321  39] ; [15 13],[311.75257732  48.24742268] ; [24.24742268  3.75257732],1
v4,1,1e-06,24.375,[357   7] ; [21  5],[352.8  11.2] ; [25.2  0.8],1
r3,1,2e-06,22.544102,[359   4] ; [24  4],[355.57289003   7.42710997] ; [27.42710997  0.57289003],1
d1,1,7e-06,20.22088,[230 134] ; [ 6 23],[218.58524173 145.41475827] ; [17.41475827 11.58524173],1
p9,1,0.000174,14.090621,[330  32] ; [20  9],[324.04092072  37.95907928] ; [25.95907928  3.04092072],1
d2,1,0.002592,9.074722,[180 182] ; [ 6 23],[172.20460358 189.79539642] ; [13.79539642 15.20460358],0
p10,1,0.003499,8.526983,[324  37] ; [20  8],[319.23907455  41.76092545] ; [24.76092545  3.23907455],0
a2,1,0.003508,8.522334,[103 261] ; [ 1 28],[ 96.32569975 267.67430025] ; [ 7.67430025 21.32569975],0
a4,1,0.004824,7.944121,[173 189] ; [ 6 23],[165.72378517 196.27621483] ; [13.27621483 15.72378517],0
d5,1,0.00531,7.770871,[308  53] ; [19 10],[302.68461538  58.31538462] ; [24.31538462  4.68461538],0
a5,1,0.019686,5.439533,[283  81] ; [17 12],[277.86259542  86.13740458] ; [22.13740458  6.86259542],0
a7,1,0.022612,5.198063,[271  92] ; [16 13],[265.76785714  97.23214286] ; [21.23214286  7.76785714],0
d3,1,0.025702,4.975988,[269  93] ; [16 13],[263.86189258  98.13810742] ; [21.13810742  7.86189258],0
n5,1,0.027554,4.855745,[295  67] ; [18 10],[290.52820513  71.47179487] ; [22.47179487  5.52820513],0
p4,1,0.030463,4.68298,[268  95] ; [16 13],[262.98979592 100.01020408] ; [21.01020408  7.98979592],0
b4,1,0.033613,4.514285,[212 152] ; [11 18],[206.54452926 157.45547074] ; [16.45547074 12.54452926],0
p8,1,0.040212,4.208929,[253 108] ; [15 14],[248.07179487 112.92820513] ; [19.92820513  9.07179487],0
n4,1,0.0418,4.143293,[294  68] ; [19 10],[289.78516624  72.21483376] ; [23.21483376  5.78516624],0
d4,1,0.045488,4.000471,[311  50] ; [21  8],[307.31282051  53.68717949] ; [24.68717949  4.31282051],0
v3,1,0.050093,3.83833,[151 202] ; [ 7 22],[146.0052356 206.9947644] ; [11.9947644 17.0052356],0
u1,1,0.054412,3.700028,[ 80 284] ; [ 2 27],[ 75.94910941 288.05089059] ; [ 6.05089059 22.94910941],0
p6,1,0.077138,3.124193,[192 170] ; [10 18],[187.4974359 174.5025641] ; [14.5025641 13.4974359],0
n3,1,0.094414,2.79745,[46 14] ; [7 6],[43.56164384 16.43835616] ; [9.43835616 3.56164384],0
s4,1,0.096859,2.756515,[ 76 283] ; [10 19],[ 79.57216495 279.42783505] ; [ 6.42783505 22.57216495],0
b2,1,0.106205,2.609795,[ 87 141] ; [ 4 16],[ 83.66129032 144.33870968] ; [ 7.33870968 12.66129032],0
b3,1,0.106205,2.609795,[ 87 141] ; [ 4 16],[ 83.66129032 144.33870968] ; [ 7.33870968 12.66129032],0
a3,1,0.119541,2.423324,[273  90] ; [18 11],[269.47193878  93.52806122] ; [21.52806122  7.47193878],0
p5,1,0.162113,1.954401,[ 61 302] ; [ 2 27],[ 58.33928571 304.66071429] ; [ 4.66071429 24.33928571],0
p11,1,0.16618,1.917072,[301  63] ; [21  8],[298.23918575  65.76081425] ; [23.76081425  5.23918575],0
v1,1,0.170782,1.876068,[213 144] ; [13 15],[209.56363636 147.43636364] ; [16.43636364 11.56363636],0
s5,1,0.171995,1.865467,[174 185] ; [ 9 17],[170.64155844 188.35844156] ; [12.35844156 13.64155844],0
u3,1,0.201391,1.632261,[58 31] ; [5 6],[56.07 32.93] ; [6.93 4.07],0
n2,1,0.214056,1.543782,[47 14] ; [12  1],[48.63513514 12.36486486] ; [10.36486486  2.63513514],0
s8,1,0.242278,1.367292,[215 147] ; [14 15],[212.01534527 149.98465473] ; [16.98465473 12.01534527],0
p3,1,0.261937,1.258492,[226 137] ; [15 14],[223.17091837 139.82908163] ; [17.82908163 11.17091837],0
u2,1,0.295729,1.093356,[54 36] ; [7 2],[55.45454545 34.54545455] ; [5.54545455 3.45454545],0
a8,1,0.363303,0.826445,[ 58 275] ; [ 3 25],[ 56.26869806 276.73130194] ; [ 4.73130194 23.26869806],0
p2,1,0.40459,0.694643,[330  33] ; [25  4],[328.7372449  34.2627551] ; [26.2627551  2.7372449],0
b1,1,0.422591,0.6431,[148 216] ; [14 15],[150.04580153 213.95419847] ; [11.95419847 17.04580153],0
a1,1,0.449057,0.57303,[ 26 338] ; [ 1 28],[ 25.00763359 338.99236641] ; [ 1.99236641 27.00763359],0
s7,1,0.520858,0.412194,[226 124] ; [17 12],[224.40633245 125.59366755] ; [18.59366755 10.40633245],0
p12,1,0.540887,0.373899,[ 38 325] ; [ 2 27],[ 37.04081633 325.95918367] ; [ 2.95918367 26.04081633],0
a6,1,0.563615,0.333483,[243 118] ; [18 11],[241.59230769 119.40769231] ; [19.40769231  9.59230769],0
s3,1,0.708144,0.140138,[257 104] ; [19  9],[256.13367609 104.86632391] ; [19.86632391  8.13367609],0
s2,1,0.710232,0.138046,[238 125] ; [20  9],[238.91326531 124.08673469] ; [19.08673469  9.91326531],0
v2,1,0.830716,0.045703,[209 144] ; [16 12],[208.46456693 144.53543307] ; [16.53543307 11.46456693],0
n1,1,0.870573,0.026546,[22 39] ; [5 8],[22.25675676 38.74324324] ; [4.74324324 8.25675676],0
s1,1,0.97357,0.001098,[ 12 348] ; [ 1 28],[ 12.03084833 347.96915167] ; [ 0.96915167 28.03084833],0
b5,1,0.985676,0.000322,[214 150] ; [17 12],[213.95419847 150.04580153] ; [17.04580153 11.95419847],0
