Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,0.0,45.663903,[40 65] ; [167  51],[67.29102167 37.70897833] ; [139.70897833  78.29102167],1
a6,1,0.0,44.342482,[45 60] ; [174  44],[71.19195046 33.80804954] ; [147.80804954  70.19195046],1
d4,1,1.1e-05,19.318538,[67 38] ; [186  32],[82.24458204 22.75541796] ; [170.75541796  47.24458204],1
a2,1,1.2e-05,19.170512,[ 9 96] ; [ 67 152],[24.62962963 80.37037037] ; [ 51.37037037 167.62962963],1
r4,1,1.7e-05,18.488924,[74 31] ; [196  23],[87.5 17.5] ; [182.5  36.5],1
r3,1,0.000116,14.859075,[83 22] ; [202  14],[93.22429907 11.77570093] ; [191.77570093  24.22429907],1
d5,1,0.000211,13.733923,[69 36] ; [183  35],[81.91950464 23.08049536] ; [170.08049536  47.91950464],1
r1,1,0.00032,12.952204,[66 39] ; [178  41],[79.07407407 25.92592593] ; [164.92592593  54.07407407],1
r2,1,0.000722,11.430904,[85 18] ; [202  12],[93.25236593  9.74763407] ; [193.74763407  20.25236593],1
u1,1,0.001093,10.663612,[ 7 98] ; [ 46 173],[17.17592593 87.82407407] ; [ 35.82407407 183.17592593],0
v2,1,0.001705,9.842617,[28 72] ; [ 99 113],[40.70512821 59.29487179] ; [ 86.29487179 125.70512821],0
v4,1,0.002206,9.369885,[86 19] ; [202  15],[93.91304348 11.08695652] ; [194.08695652  22.91304348],0
b5,1,0.003154,8.716138,[43 62] ; [128  91],[55.41666667 49.58333333] ; [115.58333333 103.41666667],0
u3,1,0.003921,8.319886,[11 30] ; [32 25],[17.98979592 23.01020408] ; [25.01020408 31.98979592],0
d1,1,0.008585,6.907117,[47 58] ; [132  87],[58.00925926 46.99074074] ; [120.99074074  98.00925926],0
s2,1,0.009121,6.798996,[35 69] ; [107 111],[45.86335404 58.13664596] ; [ 96.13664596 121.86335404],0
a5,1,0.011395,6.402644,[67 38] ; [169  50],[76.48148148 28.51851852] ; [159.51851852  59.48148148],0
a3,1,0.018161,5.580525,[64 41] ; [161  57],[73.14241486 31.85758514] ; [151.85758514  66.14241486],0
p10,1,0.022441,5.211287,[69 35] ; [169  47],[77.35 26.65] ; [160.65  55.35],0
a8,1,0.088297,2.905144,[ 9 90] ; [ 33 169],[13.81395349 85.18604651] ; [ 28.18604651 173.81395349],0
b1,1,0.095748,2.774984,[51 54] ; [ 85 134],[44.07407407 60.92592593] ; [ 91.92592593 127.07407407],0
n2,1,0.107098,2.596536,[22 14] ; [43 13],[25.43478261 10.56521739] ; [39.56521739 16.43478261],0
n3,1,0.120674,2.408547,[20 14] ; [41 14],[23.30337079 10.69662921] ; [37.69662921 17.30337079],0
p9,1,0.127017,2.328583,[74 29] ; [171  44],[79.35534591 23.64465409] ; [165.64465409  49.35534591],0
a1,1,0.142035,2.155773,[  3 102] ; [ 15 204],[ 5.83333333 99.16666667] ; [ 12.16666667 206.83333333],0
s3,1,0.150388,2.068307,[49 52] ; [124  93],[54.94654088 46.05345912] ; [118.05345912  98.94654088],0
s6,1,0.173234,1.854732,[55 46] ; [135  81],[60.5362776 40.4637224] ; [129.4637224  86.5362776],0
p11,1,0.198061,1.656614,[72 33] ; [165  54],[76.80555556 28.19444444] ; [160.19444444  58.80555556],0
p2,1,0.206121,1.598465,[74 30] ; [170  49],[78.56346749 25.43653251] ; [165.43653251  53.56346749],0
a4,1,0.234624,1.412607,[43 61] ; [106 113],[47.9752322 56.0247678] ; [101.0247678 117.9752322],0
p4,1,0.236924,1.398803,[48 55] ; [117 101],[52.94392523 50.05607477] ; [112.05607477 105.94392523],0
p7,1,0.259257,1.27272,[54 50] ; [126  89],[58.68338558 45.31661442] ; [121.31661442  93.68338558],0
s4,1,0.315891,1.005884,[20 84] ; [ 32 184],[16.9 87.1] ; [ 35.1 180.9],0
u2,1,0.362743,0.828375,[18 22] ; [31 26],[20.20618557 19.79381443] ; [28.79381443 28.20618557],0
n6,1,0.383667,0.758918,[85 20] ; [184  33],[87.7173913 17.2826087] ; [181.2826087  35.7173913],0
v3,1,0.455622,0.556628,[27 74] ; [ 66 148],[29.81904762 71.18095238] ; [ 63.18095238 150.81904762],0
d2,1,0.475874,0.508303,[49 54] ; [113 105],[51.98130841 51.01869159] ; [110.01869159 107.98130841],0
p5,1,0.513411,0.427109,[11 94] ; [ 18 200],[ 9.42724458 95.57275542] ; [ 19.57275542 198.42724458],0
p1,1,0.521552,0.410822,[11 94] ; [ 18 199],[ 9.45652174 95.54347826] ; [ 19.54347826 197.45652174],0
p8,1,0.524739,0.404569,[43 61] ; [ 97 118],[45.64263323 58.35736677] ; [ 94.35736677 120.64263323],0
b4,1,0.534975,0.384933,[59 46] ; [131  88],[61.57407407 43.42592593] ; [128.42592593  90.57407407],0
p12,1,0.556806,0.345265,[ 8 96] ; [ 13 205],[ 6.7826087 97.2173913] ; [ 14.2173913 203.7826087],0
s7,1,0.732489,0.116839,[46 54] ; [100 108],[47.4025974 52.5974026] ; [ 98.5974026 109.4025974],0
n5,1,0.828311,0.047032,[84 21] ; [175  41],[84.71962617 20.28037383] ; [174.28037383  41.71962617],0
s8,1,0.837915,0.041845,[37 68] ; [ 79 138],[37.82608696 67.17391304] ; [ 78.17391304 138.82608696],0
p3,1,0.840855,0.040321,[47 58] ; [ 95 123],[46.16099071 58.83900929] ; [ 95.83900929 122.16099071],0
n1,1,0.912507,0.012073,[14 22] ; [20 33],[13.75280899 22.24719101] ; [20.24719101 32.75280899],0
p6,1,0.930445,0.007619,[31 71] ; [ 67 150],[31.3354232 70.6645768] ; [ 66.6645768 150.3354232],0
s1,1,0.94373,0.004982,[ 5 99] ; [ 10 206],[ 4.875 99.125] ; [ 10.125 205.875],0
b3,1,0.994699,4.4e-05,[23 45] ; [42 82],[23.02083333 44.97916667] ; [41.97916667 82.02083333],0
b2,1,0.994699,4.4e-05,[23 45] ; [42 82],[23.02083333 44.97916667] ; [41.97916667 82.02083333],0
s5,1,0.997896,7e-06,[27 73] ; [ 57 154],[27.0096463 72.9903537] ; [ 56.9903537 154.0096463],0
