Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,0.0,71.06642,[188  75] ; [29 87],[150.58311346 112.41688654] ; [66.41688654 49.58311346],1
p2,1,0.0,35.925904,[244  21] ; [79 37],[224.65879265  40.34120735] ; [98.34120735 17.65879265],1
p6,1,0.0,30.155277,[146 117] ; [29 87],[121.43799472 141.56200528] ; [53.56200528 62.43799472],1
p11,1,1e-05,19.525981,[228  37] ; [77 39],[212.13910761  52.86089239] ; [92.86089239 23.13910761],1
p4,1,2.8e-05,17.521245,[199  66] ; [62 54],[181.53543307  83.46456693] ; [79.46456693 36.53543307],1
p10,1,0.000119,14.811913,[240  22] ; [88 26],[228.55319149  33.44680851] ; [99.44680851 14.55319149],1
p3,1,0.000187,13.961724,[173  92] ; [52 64],[156.49606299 108.50393701] ; [68.50393701 47.49606299],1
r3,1,0.000211,13.729053,[262   3] ; [106  10],[255.95800525   9.04199475] ; [112.04199475   3.95800525],1
s5,1,0.006392,7.436277,[127 130] ; [35 69],[115.32963989 141.67036011] ; [46.67036011 57.32963989],0
p5,1,0.008653,6.893139,[ 49 214] ; [  9 104],[ 40.56914894 222.43085106] ; [17.43085106 95.56914894],0
v1,1,0.009566,6.714045,[170  90] ; [55 53],[158.9673913 101.0326087] ; [66.0326087 41.9673913],0
b5,1,0.013516,6.100312,[147 118] ; [80 36],[157.88713911 107.11286089] ; [69.11286089 46.88713911],0
p9,1,0.019014,5.500205,[245  19] ; [97 17],[238.85714286  25.14285714] ; [103.14285714  10.85714286],0
d2,1,0.021455,5.289476,[140 125] ; [76 40],[150.23622047 114.76377953] ; [65.76377953 50.23622047],0
d3,1,0.023887,5.102835,[195  70] ; [72 44],[185.70866142  79.29133858] ; [81.29133858 34.70866142],0
a8,1,0.029276,4.751337,[ 48 198] ; [10 91],[ 41.11815562 204.88184438] ; [16.88184438 84.11815562],0
r4,1,0.031093,4.647828,[256   9] ; [106  10],[251.7847769  13.2152231] ; [110.2152231   5.7847769],0
u3,1,0.047467,3.928761,[32 20] ; [24  5],[35.95061728 16.04938272] ; [20.04938272  8.95061728],0
n5,1,0.065371,3.395594,[217  47] ; [85 30],[210.36411609  53.63588391] ; [91.63588391 23.36411609],0
a5,1,0.069397,3.297228,[216  49] ; [85 31],[209.35695538  55.64304462] ; [91.64304462 24.35695538],0
n2,1,0.126596,2.333752,[39 10] ; [24 13],[35.89534884 13.10465116] ; [27.10465116  9.89534884],0
b3,1,0.128541,2.310036,[83 94] ; [31 53],[77.31034483 99.68965517] ; [36.68965517 47.31034483],0
b2,1,0.128541,2.310036,[83 94] ; [31 53],[77.31034483 99.68965517] ; [36.68965517 47.31034483],0
v2,1,0.145423,2.119621,[162  96] ; [59 49],[155.78688525 102.21311475] ; [65.21311475 42.78688525],0
s7,1,0.180954,1.789768,[201  53] ; [80 30],[196.08241758  57.91758242] ; [84.91758242 25.08241758],0
a3,1,0.210885,1.565341,[213  51] ; [87 29],[208.42105263  55.57894737] ; [91.57894737 24.42105263],0
n6,1,0.221554,1.494275,[234  29] ; [98 18],[230.38522427  32.61477573] ; [101.61477573  14.38522427],0
n4,1,0.223855,1.479483,[220  43] ; [91 25],[215.81266491  47.18733509] ; [95.18733509 20.81266491],0
n1,1,0.229227,1.445652,[19 29] ; [19 17],[21.71428571 26.28571429] ; [16.28571429 19.71428571],0
v3,1,0.230075,1.440398,[126 132] ; [44 61],[120.82644628 137.17355372] ; [49.17355372 55.82644628],0
n3,1,0.245276,1.350009,[37 12] ; [23 13],[34.58823529 14.41176471] ; [25.41176471 10.58823529],0
r2,1,0.277338,1.180087,[255   6] ; [110   5],[253.3643617   7.6356383] ; [111.6356383   3.3643617],0
r1,1,0.368998,0.807037,[227  36] ; [96 20],[224.13984169  38.86015831] ; [98.86015831 17.13984169],0
u2,1,0.376373,0.782514,[32 20] ; [20  8],[33.8 18.2] ; [18.2  9.8],0
a1,1,0.417649,0.65692,[ 17 248] ; [  5 111],[ 15.30183727 249.69816273] ; [  6.69816273 109.30183727],0
s4,1,0.439377,0.597909,[ 55 209] ; [20 95],[ 52.24274406 211.75725594] ; [22.75725594 92.24274406],0
u1,1,0.505298,0.443791,[ 58 207] ; [29 87],[ 60.51181102 204.48818898] ; [26.48818898 89.51181102],0
a6,1,0.537513,0.380169,[177  87] ; [74 42],[174.37894737  89.62105263] ; [76.62105263 39.37894737],0
b4,1,0.600913,0.27362,[150 115] ; [69 47],[152.32283465 112.67716535] ; [66.67716535 49.32283465],0
d4,1,0.617678,0.249145,[226  38] ; [97 19],[224.4  39.6] ; [98.6 17.4],0
a4,1,0.673111,0.177985,[124 141] ; [57 59],[125.89238845 139.10761155] ; [55.10761155 60.89238845],0
p12,1,0.737202,0.112601,[ 29 235] ; [ 14 101],[ 29.9525066 234.0474934] ; [ 13.0474934 101.9525066],0
s2,1,0.755984,0.096571,[188  75] ; [84 31],[189.24867725  73.75132275] ; [82.75132275 32.24867725],0
u4,1,0.804198,0.061463,[ 10 255] ; [  5 111],[ 10.43307087 254.56692913] ; [  4.56692913 111.43307087],0
a2,1,0.812206,0.056445,[ 70 195] ; [32 84],[ 70.94488189 194.05511811] ; [31.05511811 84.94488189],0
s1,1,0.813624,0.055579,[ 10 251] ; [  5 110],[ 10.41223404 250.58776596] ; [  4.58776596 110.41223404],0
s6,1,0.819465,0.05209,[222  41] ; [96 19],[221.25396825  41.74603175] ; [96.74603175 18.25396825],0
a7,1,0.886617,0.020331,[184  80] ; [80 36],[183.41052632  80.58947368] ; [80.58947368 35.41052632],0
s3,1,0.899984,0.015796,[193  69] ; [84 31],[192.50397878  69.49602122] ; [84.49602122 30.50397878],0
d5,1,0.900693,0.015572,[224  40] ; [99 17],[224.4  39.6] ; [98.6 17.4],0
b1,1,0.910578,0.012614,[109 156] ; [47 69],[108.50393701 156.49606299] ; [47.49606299 68.50393701],0
d1,1,0.931697,0.007346,[177  88] ; [78 38],[177.36220472  87.63779528] ; [77.63779528 38.36220472],0
p1,1,0.97226,0.001209,[ 27 237] ; [ 12 104],[ 27.09473684 236.90526316] ; [ 11.90526316 104.09473684],0
